"";"ID";"MES_MED";"OLA";"SEXO";"EDAD";"RANGOEDAD";"REGION";"ZONA";"DISTRITO_ELECTORAL";"GSE_COD2";"P1";"P1B";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10_1";"P10_2";"P10_3";"P13_1";"P14";"P15";"P20";"P29XPARTIDARIO";"P32XMARZO";"P41";"P69";"P71";"P162";"P264";"P265X2";"P286";"P287";"P288";"P289";"P290";"P291";"P292";"P293";"P257";"P258X1";"P258X2";"P258X3";"P258X4";"P258X5";"P258X6";"P258X7";"PONDERADOR2"
"320";562;"202111";"2";"Mujer";"28";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C3";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"No sé";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Apruebo";"P10-Salud";"P10-Educación";"P10-Estabilidad Política";"Centro";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Sólo estudiando";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,58285773
"321";563;"202111";"2";"Mujer";"31";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-D";"La dirección incorrecta";"En retroceso";"Muy mala";"Peor que hace un año";"Peor que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Educación";"P10-Sueldos";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-Gabriel Boric";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-Si";"P291-Franco Parisi";"P292-No sabe";"P293-Poco decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;0,768356902
"322";564;"202111";"2";"Mujer";"47";"41 a 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Mucho mejor que hace un año";"No sé";"Buena";"Mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Estabilidad Política";"P10-Terrorismo";"Sin Posición Política";"Partido Republicano (Jose Antonio Kast)";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$1,4 millones a $2,3 millones";NA;0,362281257
"323";565;"202111";"2";"Mujer";"46";"41 a 50 años";"La Araucanía";"SUR";"Distrito electoral 23";"GSE-C3";"La dirección incorrecta";"En retroceso";"Regular";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Regular";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Apruebo";"Desapruebo";"P10-Delincuencia";"P10-Gestión del Gobierno";"P10-Inflación - alza de precios";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Partidario del gobierno";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy medianamente interesado";"P290-Si";"P291-José Antonio Kast";"P292-No sabe";"P293-Medianamente decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,559889216
"324";566;"202111";"2";"Mujer";"42";"41 a 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-D";"La dirección incorrecta";"En retroceso";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Regular";"Peor que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"Sin Posición Política";"Partido de la gente";"Poco feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy nada interesado";"P290-Si";"P291-Franco Parisi";"P292-No sabe";"P293-Muy decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;1,281266702
"325";567;"202111";"2";"Mujer";"34";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"No sé";"Mala";"Igual que hace un año";"No sé";"Desapruebo";"No sé";"P10-Desempleo";"P10-Desigualdad / Distribución ingreso";"P10-Vivienda";"Centro";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;0,768356902
"326";568;"202111";"2";"Mujer";"48";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección incorrecta";"En retroceso";"Mala";"Peor que hace un año";"No sé";"Buena";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Gestión del Gobierno";"Izquierda";"Ninguna";"Feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,371264466
"327";569;"202111";"2";"Mujer";"36";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Desigualdad / Distribución ingreso";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy nada interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-No sabe";"P293-Muy decidido";"5";NA;NA;NA;NA;"$1,2 millones a $2,0 millones";NA;NA;0,332006069
"328";570;"202111";"2";"Mujer";"31";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C2";"No estoy seguro/a";"Estancado";"Mala";"Peor que hace un año";"Mejor que hoy";"Mala";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inflación - alza de precios";"Centro izquierda";"Ninguna";"Medianamente feliz";"No";"Opositor del gobierno";"Mediamente preocupado";"Mediano riesgo";"Sólo estudiando";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy interesado";"P290-Si";"P291-Gabriel Boric";"P292-No sabe";"P293-Decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,332006069
"329";571;"202111";"2";"Mujer";"28";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Desigualdad / Distribución ingreso";"P10-Vivienda";"Centro izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,41206686
"330";572;"202111";"2";"Mujer";"27";"18 a 30 años";"Maule";"CENTRO";"Distrito electoral 17";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Educación";"Sin Posición Política";"Ninguna";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-No sabe";"P287-Gabriel Boric";"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Poco decidido";"2";NA;"$1,1 millones a $1,8 millones";NA;NA;NA;NA;NA;0,596737919
"331";573;"202111";"2";"Mujer";"23";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C3";"No estoy seguro/a";"Estancado";"Regular";"Mucho mejor que hace un año";"No sé";"Buena";"Igual que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"Sin Posición Política";"Independiente";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Bajo riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;0,58285773
"332";574;"202111";"2";"Mujer";"65";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Delincuencia";"P10-Inmigración";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Jubilado(a), ya no trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"1";"$380 mil a $661 mil";NA;NA;NA;NA;NA;NA;0,684771339
"333";575;"202111";"2";"Mujer";"30";"18 a 30 años";"Maule";"CENTRO";"Distrito electoral 17";"GSE-C2";"La dirección correcta";"Progresando";"Regular";"Peor que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Narcotráfico";"P10-Desigualdad / Distribución ingreso";"Izquierda";"No sé";"Muy feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Muy bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"2";NA;"$617 mil a $1,0 millones";NA;NA;NA;NA;NA;0,596737919
"334";576;"202111";"2";"Mujer";"53";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"No estoy seguro/a";"Estancado";"Mala";"Peor que hace un año";"Mucho peor que hoy";"Regular";"Igual que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Terrorismo";"Centro Derecha";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-No sabe";"P287-Nulo/Blanco";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-Gabriel Boric";"P293-Nada decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,937045038
"335";577;"202111";"2";"Mujer";"30";"18 a 30 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-C2";"No estoy seguro/a";"En retroceso";"Mala";"Mucho peor que hace un año";"Peor que hoy";"Regular";"Mejor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Estabilidad Política";"Centro izquierda";"Frente Amplio";"Poco feliz";"No";"Opositor del gobierno";"Muy preocupado";"Bajo riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$1,2 millones a $2,0 millones";NA;NA;0,825027588
"336";578;"202111";"2";"Hombre";"44";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-C2";"La dirección incorrecta";"En retroceso";"Muy mala";"Peor que hace un año";"Igual que hoy";"Mala";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Gestión del Gobierno";"P10-Inmigración";"Izquierda";"Ninguna";"Medianamente feliz";"Sí";"Opositor del gobierno";"Poco preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Vote nulo / blanco";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,269134989
"337";579;"202111";"2";"Mujer";"22";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C2";"La dirección correcta";"Progresando";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Apruebo";"Apruebo";"P10-Gestión del Gobierno";"P10-Vivienda";"P10-Inflación - alza de precios";"Centro";"DC (Democracia Cristiana)";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-José Antonio Kast";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-Gabriel Boric";"P293-Decidido";"5";NA;NA;NA;NA;"$2,1 millones a $3,5 millones";NA;NA;0,41206686
"338";580;"202111";"2";"Mujer";"54";"Más de 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-D";"La dirección correcta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"No sé";"No sé";"P10-Salud";"P10-Educación";"P10-Vivienda";"Centro izquierda";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"2";NA;"$202 mil a $353 mil";NA;NA;NA;NA;NA;2,261350254
"339";581;"202111";"2";"Hombre";"33";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 14";"GSE-C3";"La dirección correcta";"Progresando";"Buena";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Educación";"P10-Narcotráfico";"P10-Corrupción";"Sin Posición Política";"Ninguna";"Feliz";"No";"No sé";"Mediamente preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-No sabe";"P287-José Antonio Kast";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Medianamente decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,55092709
"340";583;"202111";"2";"Mujer";"26";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-C3";"No estoy seguro/a";"Progresando";"Buena";"Igual que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Desigualdad / Distribución ingreso";"P10-Derechos Humanos";"Centro izquierda";"PC ( Partido Comunista )";"Feliz";"No";"Opositor del gobierno";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-No sabe";"P293-Muy decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,58285773
"341";584;"202111";"2";"Hombre";"19";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-E";"No estoy seguro/a";"Progresando";"Buena";"Igual que hace un año";"Mejor que hoy";"Mala";"Mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Justicia/Sistema Judicial";"Centro izquierda";"Ninguna";"Feliz";"No";"Opositor del gobierno";"Mediamente preocupado";"Mediano riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Eduardo Artés";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$0 a $328 mil";NA;NA;NA;2,548216619
"342";585;"202111";"2";"Mujer";"26";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"No sé";"Buena";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Gestión del Gobierno";"P10-Sueldos";"Izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,41206686
"343";586;"202111";"2";"Mujer";"32";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-E";"No estoy seguro/a";"Estancado";"Mala";"Peor que hace un año";"Peor que hoy";"Mala";"Peor que hace un año";"Peor que hoy";"No sé";"No sé";"P10-Educación";"P10-Desigualdad / Distribución ingreso";"P10-Pobreza";"No sé";"Independiente";"Nada Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-Nulo/Blanco";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-No sabe";"P293-Decidido";"7";NA;NA;NA;NA;NA;NA;"$0 a $486 mil";0,768356902
