"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"13/11/2019 21:55:39";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"A veces";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"2";"5";"5";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"4";"5";"3";"5";"5";"5";"A veces";"A veces";"Nunca";"A veces";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"Nunca";"Nunca";"A veces";"Frecuentemente";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"3";"3";"5";"4";"4";"4";"4";"3";"6";65;"Mujer";"Postgrado";"Iquique";"Jubilado";"Entre $1.500.000 y $2.999.999"
"13/11/2019 21:58:12";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"2";"4";"4";"3";"4";"1. Nada de confianza";"1. Nada de confianza";"2";"3";"3";"4";"3";"4";"5";"4";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"2";"5";"3";"3";"6";"6";"6";"6";25;"Mujer";"Universitaria incompleta";"Iquique";"Estudiante";"Entre $500.000 y $749.999"
"13/11/2019 22:18:22";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"4";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"3";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"1. Nada de confianza";"1. Nada de confianza";"4";"2";"6";"6";"6";"6";"6";29;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"$3.000.000 o más"
"13/11/2019 22:18:58";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"A veces";"Frecuentemente";"A veces";"Nunca";"6";"6";"6";"5";"6";"6";"6";"4";"5";"6";"De acuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"3";"3";"3";"3";"5";"6";"5";"5";"7. Mucha confianza";"6";"5";"6";"4";"6";"6";"6";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Siempre";"Siempre";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"Nunca";"Siempre";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"5";"6";"7. Mucha confianza";"5";"5";"3";"3";"7. Mucha confianza";"7. Mucha confianza";57;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 22:20:28";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"4";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Convención Constituyente (fórmula mixta)";"No es necesario modificar el sistema de pensiones";"7. Mucha confianza";"7. Mucha confianza";"5";"5";"5";"5";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"5";"2";"6";"1. Nada de confianza";"3";"3";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"3";"3";"3";"3";"3";"3";"3";"3";36;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 22:21:08";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"A veces";"Frecuentemente";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"4";"4";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"4";"5";"4";"4";"1. Nada de confianza";"4";"5";"5";42;"Hombre";"Educación Técnica incompleta";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 22:22:14";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"2";"1. Nada de confianza";"3";"3";"7. Mucha confianza";"Frecuentemente";"Frecuentemente";"A veces";"Siempre";"Siempre";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Frecuentemente";"2";"2";"6";"5";"5";"5";"5";"5";"5";51;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 22:28:40";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"4";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"5";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"4";"1. Nada de confianza";"6";"6";"7. Mucha confianza";"A veces";"Nunca";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"2";"2";"2";"2";"2";"2";"2";"3";28;"Mujer";"Postgrado";"Temuco";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 22:34:23";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Nunca";"A veces";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"4";"5";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"6";"6";"5";"5";"3";"4";"3";"3";"4";"3";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"6";"6";"6";"4";"3";"4";"3";"4";"4";29;"Mujer";"Universitaria completa";"Alto Hospicio";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 22:34:36";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"A veces";"A veces";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"4";"6";"7. Alta prioridad";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Panel de expertos/as";"Sistema de reparto";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"4";"2";"5";"5";"3";"3";"3";35;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 22:35:44";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"A veces";"6";"7. Alta prioridad";"6";"6";"3";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"4";"6";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"3";"3";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"4";"1. Nada de confianza";"3";"3";"3";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"3";"3";"4";"4";"3";"4";"3";"4";20;"Mujer";"Universitaria incompleta";"Iquique";"Estudiante";"menos de $249.999"
"13/11/2019 22:39:59";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"3";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Panel de expertos/as";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"1. Nada de confianza";"3";"2";"1. Nada de confianza";"2";"1. Nada de confianza";"2";"7. Mucha confianza";"5";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Frecuentemente";"1. Nada de confianza";"2";"5";"4";"6";"5";"5";"6";"6";32;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"13/11/2019 22:41:51";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"A veces";"Nunca";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"2";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"5";"5";"2";"2";"3";"2";"3";"3";"3";"3";"1. Nada de confianza";"2";"2";"2";"2";"2";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"2";"2";"3";"3";"3";"3";"3";"3";41;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 22:44:12";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"Siempre";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"6";"6";"6";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"2";"2";"2";"2";"2";"3";"1. Nada de confianza";"2";"4";"1. Nada de confianza";"4";"3";"5";"5";"6";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"2";"6";"6";"6";"5";"5";"6";55;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"$3.000.000 o más"
"13/11/2019 22:49:52";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"3";"4";"4";"4";"5";"5";"7. Mucha confianza";"6";"5";"7. Mucha confianza";"4";"4";"3";"5";"5";"6";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"4";"4";"5";"6";"6";"6";"6";"7. Mucha confianza";"7. Mucha confianza";34;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"$3.000.000 o más"
"13/11/2019 22:51:27";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"A veces";"A veces";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"6";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"2";"2";"1. Nada de confianza";"2";"2";"2";"2";"2";"A veces";"A veces";"Nunca";"A veces";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"2";"2";"4";"2";"2";"4";"3";"2";"2";32;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 22:54:06";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"Frecuentemente";"Nunca";"4";"3";"1. Baja prioridad";"5";"6";"2";"6";"4";"5";"4";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"4";"5";"6";"2";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"Nunca";"Siempre";"Siempre";"Nunca";"A veces";"Siempre";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"4";"5";"3";"2";"5";"1. Nada de confianza";"2";"4";41;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a independiente";"$3.000.000 o más"
"13/11/2019 23:04:10";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Frecuentemente";"Siempre";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"6";"7. Alta prioridad";"6";"5";"6";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"1. Nada de confianza";"3";"3";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"1. Nada de confianza";"2";"3";"1. Nada de confianza";"3";"4";"4";"2";"2";41;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $750.000 y $999.999"
"13/11/2019 23:06:20";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"Siempre";"Frecuentemente";"Nunca";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"7. Mucha confianza";"5";"6";"5";"7. Mucha confianza";"A veces";"A veces";"Nunca";"Siempre";"Nunca";"Frecuentemente";"A veces";"A veces";"A veces";"Nunca";"Siempre";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"3";"4";"4";"4";"4";"4";"4";"5";46;"Hombre";"Postgrado";"Iquique";"Investigador";"Entre $1.500.000 y $2.999.999"
